,intent,source,target
3527,flight,what flights leave from nashville to phoenix,O O O O B-fromloc.city_name O B-toloc.city_name
3528,flight,i 'd like to fly from atlanta to denver on august twenty ninth,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number
3529,ground_service,what ground transportation is there in denver,O O O O O O B-city_name
3530,airfare,list all round trip fares from st. petersburg to washington,O O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
3531,airfare,how much is a first class ticket from washington to san francisco leaving on friday,O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.day_name
3532,flight,show me flights from pittsburgh to atlanta on monday afternoon,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day
3533,flight,i would like to book a flight for may twenty sixth going from tampa to milwaukee a direct flight if possible,O O O O O O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O B-fromloc.city_name O B-toloc.city_name O B-connect O O O
3534,flight,show me the flights from boston to san francisco stopping in dallas on american airlines,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-stoploc.city_name O B-airline_name I-airline_name
3535,abbreviation,what is restriction ap 57,O O O B-restriction_code I-restriction_code
3536,flight,i 'd like to know the information from boston to philadelphia nonstop,O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-flight_stop
3537,flight,show me non first class flights from baltimore to dallas,O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name
3538,flight,can i get from dallas to san francisco leaving in the morning and arriving in the morning,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-depart_time.period_of_day O O O O B-arrive_time.period_of_day
3539,flight,show all wednesday morning flights from denver to boston,O O B-depart_date.day_name B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name
3540,flight,what flights are available friday afternoon from philadelphia to oakland california,O O O O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name
3541,flight,all flights from san francisco to boston leaving before noon,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time
3542,flight,flights from ontario to orlando,O O B-fromloc.city_name O B-toloc.city_name
3543,flight,wednesday from baltimore to newark,B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name
3544,airfare,round trip fare from baltimore to philadelphia less than 1000 dollars,B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount
3545,flight,okay on monday may thirty first i 'd like to go from san diego to phoenix early in the morning,O O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_time.period_mod O O B-depart_time.period_of_day
3546,flight,list all flights from denver to san francisco on wednesday afternoon,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day
3547,flight,what is the cheapest flight from pittsburgh to atlanta,O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name
3548,flight,does northwest fly into denver,O B-airline_name O O B-toloc.city_name
3549,flight,show flights from new york city to las vegas,O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
3550,flight,i would like to fly from denver to boston on wednesday the twenty first,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.day_number I-depart_date.day_number
3551,flight,i 'd like to fly from boston to baltimore,O O O O O O B-fromloc.city_name O B-toloc.city_name
3552,flight,oakland to san francisco please breakfast flight,B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-meal_description O
3553,flight,show me all the flights from boston to denver that serve lunch,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-meal_description
3554,flight,i want to go from boston to oakland,O O O O O B-fromloc.city_name O B-toloc.city_name
3555,airfare,what is the cost of flights from denver to san francisco,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
3556,flight,all flights from pittsburgh to philadelphia next tuesday arriving near 6 o'clock,O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.date_relative B-depart_date.day_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
3557,flight,hi i need to go from newark to nashville on american airlines leaving around 630 pm,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time
3558,flight,show me the evening flights from atlanta to washington on wednesdays,O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
3559,flight,show me nonstop flights from miami to new york with coach class fares,O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-class_type I-class_type O
3560,flight,information of a flight from atlanta to pittsburgh,O O O O O B-fromloc.city_name O B-toloc.city_name
3561,flight,show me all flights from montreal to nashville,O O O O O B-fromloc.city_name O B-toloc.city_name
3562,flight,please give me flights available from baltimore to philadelphia,O O O O O O B-fromloc.city_name O B-toloc.city_name
3563,flight,show me the flights from dallas to baltimore with a fare of 415 dollars,O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-fare_amount I-fare_amount
3564,flight,show me the flights from pittsburgh to philadelphia,O O O O O B-fromloc.city_name O B-toloc.city_name
3565,flight,i 'm requesting flight information on a flight from san francisco to pittsburgh on friday,O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
3566,flight,delta flights from san francisco please,B-airline_name O O B-fromloc.city_name I-fromloc.city_name O
3567,flight,please list all delta flights from kansas city to salt lake city,O O O B-airline_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name
3568,flight,what flights are available from dallas to atlanta with one way economy fares,O O O O O B-fromloc.city_name O B-toloc.city_name O B-round_trip I-round_trip B-economy O
3569,flight,how do i get from bwi to washington,O O O O O B-fromloc.airport_code O B-toloc.city_name
3570,flight,i 'd like a list of all the flights from san francisco to pittsburgh on sunday please,O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O
3571,flight,is there a direct flight from denver to pittsburgh in the morning of august thirty first that is nonstop,O O O B-connect O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O B-flight_stop
3572,airfare,i 'd like to buy a coach class ticket from denver to atlanta with a stopover in pittsburgh,O O O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name
3573,flight,show me all flights from philadelphia to dallas which arrive in dallas before 3 o'clock pm on saturday,O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O B-arrive_date.day_name
3574,flight,show flights from san francisco to denver on a thursday,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name
3575,flight,please list the friday night flights from st. paul to kansas city,O O O B-depart_date.day_name B-depart_time.period_of_day O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
3576,flight,what are the flights from boston to baltimore,O O O O O B-fromloc.city_name O B-toloc.city_name
3577,airfare,let 's see how much would a direct flight from atlanta to denver be on may seventh,O O O O O O O B-connect O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number
3578,flight,am flights from dallas to san francisco,B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
3579,flight,show me all flights from chicago to kansas city on thursday june seventeenth arriving in kansas city at around 7 o'clock in the evening,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number O O B-toloc.city_name I-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O O B-arrive_time.period_of_day
3580,flight,list list flights between oakland and denver,O O O O B-fromloc.city_name O B-toloc.city_name
3581,flight,what northwest flights leave denver before noon,O B-airline_name O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time
3582,airline,which airlines fly from bwi to dallas fort worth,O O O O B-fromloc.airport_code O B-toloc.city_name I-toloc.city_name I-toloc.city_name
3583,flight,show me all the saturday flights from pittsburgh to baltimore,O O O O B-depart_date.day_name O O B-fromloc.city_name O B-toloc.city_name
3584,flight,american airlines from denver to milwaukee,B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name
3585,flight,i need flight information on thursday leaving pittsburgh and arriving in baltimore in the morning,O O O O O B-depart_date.day_name O B-fromloc.city_name O O O B-toloc.city_name O O B-arrive_time.period_of_day
3586,flight,do you have an early morning direct flight from philadelphia to pittsburgh,O O O O B-depart_time.period_of_day B-depart_time.period_of_day B-connect O O B-fromloc.city_name O B-toloc.city_name
3587,flight,flight from washington dc to salt lake city,O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name I-toloc.city_name
3588,ground_service,what ground transportation is available in san francisco,O O O O O O B-city_name I-city_name
3589,flight,i would like a flight from dallas to philadelphia,O O O O O O B-fromloc.city_name O B-toloc.city_name
3590,flight,what are the flights from denver to oakland,O O O O O B-fromloc.city_name O B-toloc.city_name
3591,flight,what are the flights on tuesday october first from atlanta to baltimore,O O O O O B-depart_date.day_name B-depart_date.month_name B-class_type O B-fromloc.city_name O B-toloc.city_name
3592,flight,i 'd like to see flights from baltimore to atlanta that arrive before noon and i 'd like to see flights from denver to atlanta that arrive before noon,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time
3593,flight,show me all the flights between philadelphia and denver,O O O O O O B-fromloc.city_name O B-toloc.city_name
3594,flight,show me flights from boston to pittsburgh after 1700 hours on wednesday,O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name
3595,airfare,show me round trip tickets from new york to miami,O O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
3596,flight_time,what is the schedule of ground transportation from washington airport into downtown,O O O B-flight_time O O O O B-fromloc.airport_name I-fromloc.airport_name O O
3597,flight,i want to fly from philadelphia to dallas to san francisco on monday july eighth,O O O O O B-fromloc.city_name O B-toloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number
3598,flight,list lowest cost flight from dallas to baltimore that serves a meal,O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O O B-meal
3599,flight,show me all the flights between oakland and denver,O O O O O O B-fromloc.city_name O B-toloc.city_name
3600,flight,show me flights between denver and baltimore,O O O O B-fromloc.city_name O B-toloc.city_name
3601,airfare,give me the round trip coach fare from baltimore to dallas,O O O B-round_trip I-round_trip B-class_type O O B-fromloc.city_name O B-toloc.city_name
3602,flight,show me the latest flight to love field,O O O B-flight_mod O O B-toloc.airport_name I-toloc.airport_name
3603,flight,what flights are available between baltimore and boston on august twelfth,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
3604,abbreviation,what is ewr,O O B-airport_code
3605,flight,show me all flights from san francisco to pittsburgh on friday,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
3606,flight,what are the flights from tacoma to san jose on wednesday the nineteenth,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O B-depart_date.day_number
3607,ground_service,and i 'll need ground transportation for tuesday july sixth to wednesday july seventh in san diego,O O O O O O O B-day_name B-month_name B-day_number O B-day_name B-month_name B-day_number O B-city_name I-city_name
3608,abbreviation,explain restriction ap 57,O O B-restriction_code I-restriction_code
3609,flight_no,i would like the flight number and the time for the cheapest fare that is the least expensive first class fare from san francisco to pittsburgh leaving after 8 pm monday night,O O O O O O O O B-flight_time O O B-cost_relative O O O O B-cost_relative I-cost_relative B-class_type I-class_type O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time B-depart_date.day_name B-depart_time.period_of_day
3610,flight,i would like to fly to denver for under 500 dollars please show me the airfares between pittsburgh and denver,O O O O O O B-toloc.city_name O B-cost_relative B-fare_amount I-fare_amount O O O O O O B-fromloc.city_name O B-toloc.city_name
3611,airfare,round trip fares from baltimore to philadelphia less than 1000 dollars or round trip fares from denver to philadelphia less than 1000 dollars or round trip fares from pittsburgh to philadelphia less than 1000 dollars,B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount B-or B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount B-or B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount
3612,flight,please list the flights from washington dc to atlanta,O O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name
3613,flight,find travel arrangements for a round trip flight from dallas to pittsburgh,O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name
3614,flight,list flights from montreal to washington with the lowest one way fares that leaves on saturday,O O O B-fromloc.city_name O B-toloc.city_name O O B-cost_relative B-round_trip I-round_trip O O O O B-depart_date.day_name
3615,airfare,what are the prices of the flights from atlanta to dallas in the morning,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day
3616,flight,i 'd like information on all the flights from san francisco to pittsburgh on tuesday,O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
3617,ground_service,can you tell me about ground transportation between the dallas airport and downtown dallas,O O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name
3618,flight,i 'd like to go from st. paul to kansas city on friday with a meal,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O O B-meal
3619,city,show me city served both by nationair and canadian airlines international,O O O O O O B-airline_name O B-airline_name I-airline_name I-airline_name
3620,quantity,how many flights does eastern airlines have from boston to atlanta,O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name
3621,airport,what airport is at tampa,O O O O B-city_name
3622,airfare,what does it cost to fly from boston to san francisco on united airlines flight 21,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name O B-flight_number
3623,flight,i want a flight from san diego to indianapolis that leaves tuesday afternoon,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name B-depart_time.period_of_day
3624,flight,morning flights from pittsburgh to atlanta on wednesday,B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
3625,flight,what flights leave from chicago to seattle on saturday,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
3626,flight,list all flights going from boston to atlanta before 5 o'clock am on thursday,O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O B-depart_date.day_name
3627,airfare,how much is a first class round trip from atlanta to san francisco,O O O O B-class_type I-class_type B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
3628,flight,i want to go from boston to atlanta on monday,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
3629,flight,what about flights from boston to san diego,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
3630,flight,show me the flights from atlanta to baltimore,O O O O O B-fromloc.city_name O B-toloc.city_name
3631,flight,what 's the cheapest one way flight from oakland to washington dc,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code
3632,flight,show me the flights from love field,O O O O O B-fromloc.airport_name I-fromloc.airport_name
3633,flight,i need a nonstop flight from san diego to phoenix,O O O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
3634,flight,what flights are there from atlanta to oakland on thursday,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
3635,flight,what flights from kansas city to chicago arrive at chicago at 7 pm next wednesday,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.time I-arrive_time.time B-arrive_date.date_relative B-arrive_date.day_name
3636,flight,i would like to book a flight from chicago into seattle on june first on continental airlines,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O B-airline_name I-airline_name
3637,flight,what flights from las vegas to montreal on saturday,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
3638,flight,list all flights on continental from denver to chicago on sunday which depart after 934 pm,O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time
3639,flight,what flights leave atlanta at about 3 in the afternoon and arrive in san francisco,O O O B-fromloc.city_name O B-depart_time.time_relative B-depart_time.time O O B-depart_time.period_of_day O O O B-toloc.city_name I-toloc.city_name
3640,flight,show me all flights from denver to pittsburgh which serve a meal for the day after tomorrow,O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-meal O B-depart_date.today_relative I-depart_date.today_relative I-depart_date.today_relative I-depart_date.today_relative
3641,ground_service,is there ground transportation from the atlanta airport to downtown atlanta,O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name
3642,flight,i am interested in booking an early morning flight from dallas into houston and returning in the late evening,O B-depart_time.period_of_day O O O O B-depart_time.period_of_day B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O O O O B-return_time.period_mod B-return_time.period_of_day
3643,airfare,please give me fares from denver to philadelphia,O O O O O B-fromloc.city_name O B-toloc.city_name
3644,flight,i need the flights that leave denver after 7 pm next monday and fly to pittsburgh,O O O O O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time B-depart_date.date_relative B-depart_date.day_name O O O B-toloc.city_name
3645,flight,list all flights arriving at general mitchell international,O O O O O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name
3646,ground_service,information on ground transportation in denver,O O O O O B-city_name
3647,quantity,how many flights come from denver to baltimore on july nineteenth,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
3648,flight,list nonstop flights from los angeles to pittsburgh which arrive on monday after 5 pm,O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
3649,flight,pittsburgh to atlanta wednesday,B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name
3650,flight,us air 269 leaving boston at 428 what is the arrival time in baltimore,B-airline_name I-airline_name B-flight_number O B-fromloc.city_name O B-depart_time.time O O O B-flight_time I-flight_time O B-toloc.city_name
3651,airline,what airline is dl 98,O O O B-airline_code B-flight_number
3652,abbreviation,what does the fare code f and fn mean,O O O O O B-fare_basis_code O O O
3653,flight,flight from boston to baltimore,O O B-fromloc.city_name O B-toloc.city_name
3654,flight+airfare,all flights and fares from denver to pittsburgh on us air number 1039 on a thursday,O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O B-flight_number O O B-depart_date.day_name
3655,airline,which airlines fly from boston to san francisco,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
3656,flight,do you have a flight from charlotte to atlanta next tuesday,O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.date_relative B-depart_date.day_name
3657,flight,show me all the flights arriving around noon in washington dc from denver,O O O O O O B-arrive_time.time_relative B-arrive_time.time O B-toloc.city_name B-toloc.state_code O B-fromloc.city_name
3658,flight,i need to take ten people from phoenix to san diego please give me the flights during week days,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O B-flight_mod I-flight_mod I-flight_mod
3659,flight,please list any flight available leaving oakland california tuesday arriving philadelphia wednesday,O O O O O O B-fromloc.city_name B-fromloc.state_name B-depart_date.day_name O B-toloc.city_name B-arrive_date.day_name
3660,flight,show flights from new york city to las vegas,O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
3661,flight,which united airlines flights go through denver,O B-airline_name I-airline_name O O O B-stoploc.city_name
3662,ground_service,what ground transportation is available into washington,O O O O O O B-city_name
3663,city,what cities are served by canadian airlines international,O O O O O B-airline_name I-airline_name I-airline_name
3664,flight,what round trip flights between atlanta and denver qualify for fare code qx,O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O O O O B-fare_basis_code
3665,flight,what nonstop flights between atlanta and washington leave atlanta after 6 o'clock pm,O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time
3666,flight,all flights pittsburgh to baltimore on thursday arrival by 10 am,O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
3667,flight,i want to arrive in detroit around 6 pm and i 'm leaving from chicago,O O O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O O O O O B-fromloc.city_name
3668,airfare,what is the fare on november seventh going one way from dallas to san francisco,O O O O O B-depart_date.month_name B-depart_date.day_number O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
3669,flight_no,which is the flight number for the us air flight from philadelphia to boston is it 279 or is it 137338,O O O O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name O O B-flight_number B-or O O B-flight_number
3670,airfare,list all round trip fares from pittsburgh to washington dc,O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code
3671,flight,please show me flights from dallas to denver,O O O O O B-fromloc.city_name O B-toloc.city_name
3672,ground_service,what ground transportation is there in atlanta,O O O O O O B-city_name
3673,flight,show the flights from san francisco to pittsburgh,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
3674,flight,is there a flight between oakland and boston with a stopover in dallas fort worth on twa,O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name I-stoploc.city_name I-stoploc.city_name O B-airline_code
3675,ground_service,is there ground transportation from the pittsburgh airport to downtown pittsburgh,O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name
3676,flight,is there a flight around 3 pm from charlotte to minneapolis,O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-fromloc.city_name O B-toloc.city_name
3677,flight,what is the first flight that goes from atlanta to baltimore that serves breakfast,O O O B-flight_mod O O O O B-fromloc.city_name O B-toloc.city_name O O B-meal_description
3678,flight,what is the latest flight from boston to denver that serves a meal,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O O B-meal
3679,flight,flights from jfk or la guardia to cleveland,O O B-fromloc.airport_code B-or B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name
3680,abbreviation,what does code y mean,O O O B-fare_basis_code O
3681,flight,does flight ua 270 from denver to philadelphia have a meal,O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O O B-meal
3682,flight,list flights from atlanta to boston on wednesday afternoon,O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day
3683,flight,flight information on january twenty third 1992 from denver to san francisco,O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number B-depart_date.year O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
3684,flight,do you have a delta flight to san francisco from denver on august thirtieth in the early morning,O O O O B-airline_name O O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name O B-depart_date.month_name B-depart_date.day_number O O B-depart_time.period_of_day B-depart_time.period_of_day
3685,flight,i need information for flights leaving baltimore and arriving in atlanta,O O O O O O B-fromloc.city_name O O O B-toloc.city_name
3686,flight,show all flights philadelphia to dallas,O O O B-fromloc.city_name O B-toloc.city_name
3687,abbreviation,what does fare code m mean,O O O O B-fare_basis_code O
3688,airfare,what is the lowest fare from denver to pittsburgh,O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name
3689,flight,round trip flights from salt lake city to cincinnati nonstop flights if possible,B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-flight_stop O O O
3690,flight,i 'd like a twa flight from atlanta to pittsburgh with a stopover in fort worth dallas please,O O O O B-airline_code O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name I-stoploc.city_name B-stoploc.city_name O
3691,flight_time,what time does twa depart from boston to go to san francisco,O B-flight_time O B-airline_code O O B-fromloc.city_name O O O B-toloc.city_name I-toloc.city_name
3692,flight,give me the earliest flight tomorrow from st. petersburg to milwaukee on a airline other than twa,O O O B-flight_mod O B-depart_date.today_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-mod O B-airline_code
3693,abbreviation,what is the abbreviation d10,O O O O B-aircraft_code
3694,flight,newark to cleveland,B-fromloc.city_name O B-toloc.city_name
3695,flight,show me all flights from pittsburgh to philadelphia which arrive before 8 o'clock am on wednesday,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O B-arrive_date.day_name
3696,flight,list the flights from dallas to san francisco on american airlines,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name
3697,flight_time,what time does the earliest flight which goes from atlanta to denver leave,O B-flight_time O O B-flight_mod O O O O B-fromloc.city_name O B-toloc.city_name O
3698,aircraft,list types of aircraft that fly between boston and san francisco,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
3699,flight,show me the flights from boston to fort worth on the morning of july tenth 1991,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number B-depart_date.year
3700,airfare,i 'd like the cheapest one way fare from boston to san francisco,O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
3701,flight,show me all flights which leave pittsburgh tomorrow and arrive in baltimore after 5 o'clock pm,O O O O O O B-fromloc.city_name B-depart_date.today_relative O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time
3702,ground_service,what is the ground transportation available in the city of philadelphia,O O O O O O O O O O B-city_name
3703,flight,i would like to make a one way flight from boston to atlanta,O O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name
3704,flight,do you have any flights united airlines from dallas to san francisco,O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
3705,abbreviation,what is ua,O O B-airline_code
3706,flight,i would like to arrange a flight from denver to pittsburgh,O O O O O O O O B-fromloc.city_name O B-toloc.city_name
3707,airline,what airlines fly from st. petersburg to milwaukee and from milwaukee to tacoma,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-fromloc.city_name O B-toloc.city_name
3708,airfare,how much does it cost to fly from boston to baltimore on a saturday,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name
3709,flight,on monday i 'd like to travel from las vegas to detroit michigan,O B-depart_date.day_name O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_name
